date,"Education, Science & Tech",Entertainment,Gaming,Howto & Style,Music,News & Politics,Others
"(2012, 12)",4565.0,26805.0,7326.0,3124.0,7251.0,3948.0,10435.0
"(2012, 13)",5247.0,11455.0,7072.0,2746.0,6474.0,3793.0,10247.0
"(2012, 14)",4853.0,10783.0,6769.0,2404.0,6874.0,3545.0,9433.0
"(2012, 15)",4804.0,11769.0,6319.0,2716.0,7196.0,4075.0,9571.0
"(2012, 16)",4594.0,13657.0,7006.0,2945.0,6930.0,4179.0,9883.0
"(2012, 17)",4948.0,18196.0,7445.0,2767.0,6925.0,4153.0,9330.0
"(2012, 18)",4905.0,11541.0,7186.0,2494.0,6719.0,4163.0,9299.0
"(2012, 19)",5004.0,10727.0,7277.0,2691.0,6721.0,4385.0,10080.0
"(2012, 20)",4642.0,10873.0,7617.0,2636.0,6786.0,4212.0,9426.0
"(2012, 21)",5855.0,10658.0,7475.0,2825.0,7024.0,4106.0,10025.0
"(2012, 22)",4823.0,11811.0,7539.0,2767.0,6429.0,4139.0,9909.0
"(2012, 23)",5144.0,12510.0,9326.0,2739.0,7221.0,4134.0,9885.0
"(2012, 24)",4637.0,11322.0,7722.0,2847.0,7500.0,4112.0,10028.0
"(2012, 25)",5338.0,12388.0,7913.0,2767.0,7696.0,4211.0,10459.0
"(2012, 26)",5871.0,11078.0,8192.0,3159.0,7587.0,4106.0,10053.0
"(2012, 27)",5324.0,11544.0,7752.0,2975.0,7349.0,3717.0,9340.0
"(2012, 28)",5200.0,17540.0,8206.0,2794.0,7577.0,4157.0,9913.0
"(2012, 29)",5099.0,16878.0,8018.0,3073.0,7902.0,4190.0,9502.0
"(2012, 30)",5242.0,15495.0,7939.0,3233.0,7910.0,4099.0,10230.0
"(2012, 31)",4923.0,13206.0,8313.0,3086.0,9032.0,3971.0,10755.0
"(2012, 32)",4886.0,11606.0,8250.0,3102.0,7972.0,3940.0,10197.0
"(2012, 33)",4769.0,12418.0,10633.0,2909.0,7612.0,3930.0,9500.0
"(2012, 34)",4764.0,13157.0,9195.0,2938.0,7654.0,4012.0,9640.0
"(2012, 35)",5261.0,13535.0,9408.0,3287.0,7450.0,4271.0,10101.0
"(2012, 36)",5079.0,12831.0,9167.0,3126.0,7224.0,4443.0,9498.0
"(2012, 37)",5239.0,15386.0,9462.0,3284.0,8056.0,4078.0,10717.0
"(2012, 38)",6214.0,13242.0,10053.0,3736.0,8007.0,4050.0,9768.0
"(2012, 39)",5852.0,12978.0,9735.0,3418.0,7731.0,3762.0,10644.0
"(2012, 40)",5441.0,12945.0,10187.0,5151.0,8274.0,4063.0,11273.0
"(2012, 41)",6037.0,13339.0,9959.0,3377.0,8813.0,3917.0,12020.0
"(2012, 42)",5367.0,13166.0,9959.0,3368.0,9602.0,4314.0,13248.0
"(2012, 43)",5712.0,12586.0,10223.0,3465.0,9315.0,4100.0,10900.0
"(2012, 44)",5706.0,13158.0,10985.0,3505.0,8690.0,4390.0,10857.0
"(2012, 45)",5975.0,13868.0,11153.0,3663.0,9259.0,4448.0,12472.0
"(2012, 46)",5716.0,13452.0,12607.0,3965.0,9506.0,4638.0,11300.0
"(2012, 47)",5270.0,12849.0,11215.0,3466.0,9546.0,4178.0,10891.0
"(2012, 48)",5687.0,13440.0,10953.0,3738.0,9246.0,4534.0,11414.0
"(2012, 49)",6582.0,14053.0,11069.0,3765.0,9333.0,9583.0,11127.0
"(2012, 50)",5895.0,14152.0,11719.0,3440.0,8816.0,4550.0,11623.0
"(2012, 51)",5836.0,14003.0,10851.0,3431.0,9859.0,4382.0,11577.0
"(2012, 52)",4220.0,12037.0,9430.0,3087.0,8055.0,3060.0,9651.0
"(2013, 01)",5883.0,15387.0,11915.0,3825.0,9124.0,4551.0,12041.0
"(2013, 02)",7955.0,13372.0,11065.0,3526.0,8712.0,4561.0,10531.0
"(2013, 03)",5827.0,13489.0,10877.0,3395.0,10032.0,4585.0,12722.0
"(2013, 04)",6765.0,13638.0,11525.0,3689.0,10493.0,4644.0,11847.0
"(2013, 05)",6212.0,13899.0,12233.0,4200.0,10667.0,4657.0,11765.0
"(2013, 06)",5926.0,15501.0,12375.0,3859.0,10921.0,4790.0,11886.0
"(2013, 07)",6043.0,16059.0,12171.0,3662.0,10538.0,4822.0,11882.0
"(2013, 08)",6140.0,17872.0,12621.0,3786.0,10167.0,4625.0,14755.0
"(2013, 09)",6791.0,17461.0,13005.0,3702.0,11998.0,4959.0,12182.0
"(2013, 10)",6400.0,15904.0,13323.0,3907.0,10469.0,6246.0,12730.0
"(2013, 11)",6872.0,16092.0,12949.0,3534.0,9846.0,5235.0,12072.0
"(2013, 12)",7055.0,15457.0,13005.0,4115.0,9490.0,5454.0,13286.0
"(2013, 13)",6581.0,15721.0,14063.0,3712.0,9520.0,5680.0,13142.0
"(2013, 14)",6093.0,16754.0,12941.0,4052.0,10702.0,5218.0,12971.0
"(2013, 15)",6657.0,17590.0,12425.0,3852.0,9792.0,5455.0,12902.0
"(2013, 16)",6536.0,17812.0,14198.0,3633.0,9941.0,6389.0,14100.0
"(2013, 17)",7092.0,16576.0,13012.0,3644.0,10001.0,6571.0,13134.0
"(2013, 18)",8110.0,16613.0,12771.0,3798.0,9121.0,5737.0,12649.0
"(2013, 19)",7140.0,15800.0,12291.0,3806.0,9591.0,5694.0,13445.0
"(2013, 20)",10739.0,15816.0,13219.0,3874.0,9620.0,5888.0,12859.0
"(2013, 21)",8487.0,16671.0,12981.0,4421.0,9488.0,5820.0,14043.0
"(2013, 22)",6482.0,16854.0,12391.0,4110.0,9875.0,5546.0,12767.0
"(2013, 23)",7115.0,16335.0,13505.0,4021.0,8729.0,6365.0,12958.0
"(2013, 24)",6841.0,17139.0,16605.0,4286.0,9187.0,6203.0,12284.0
"(2013, 25)",7124.0,17060.0,14008.0,4279.0,9538.0,6411.0,14441.0
"(2013, 26)",7183.0,17032.0,14258.0,4699.0,10110.0,6159.0,13126.0
"(2013, 27)",6614.0,16113.0,14153.0,4444.0,9534.0,5936.0,12541.0
"(2013, 28)",6818.0,17430.0,13202.0,4546.0,9449.0,5975.0,13393.0
"(2013, 29)",6717.0,18363.0,13888.0,4475.0,10580.0,5995.0,12232.0
"(2013, 30)",7166.0,18234.0,13938.0,4771.0,15373.0,6754.0,13089.0
"(2013, 31)",6554.0,17395.0,14119.0,5117.0,9687.0,6649.0,13188.0
"(2013, 32)",6708.0,17212.0,15414.0,4303.0,10107.0,6207.0,12623.0
"(2013, 33)",6431.0,16711.0,15211.0,4495.0,8993.0,6599.0,13942.0
"(2013, 34)",7055.0,17746.0,16738.0,4251.0,8909.0,6407.0,12252.0
"(2013, 35)",6921.0,17353.0,15448.0,4295.0,9602.0,6650.0,12806.0
"(2013, 36)",7258.0,17220.0,15197.0,4505.0,10182.0,6360.0,12474.0
"(2013, 37)",6988.0,17036.0,15855.0,4788.0,9621.0,6721.0,14245.0
"(2013, 38)",6858.0,17445.0,18463.0,5220.0,9791.0,6579.0,13442.0
"(2013, 39)",6930.0,18733.0,16524.0,4584.0,10549.0,7542.0,13577.0
"(2013, 40)",7253.0,17991.0,15879.0,4698.0,10279.0,7535.0,17375.0
"(2013, 41)",6987.0,18057.0,16467.0,5016.0,10240.0,7482.0,15392.0
"(2013, 42)",6561.0,17177.0,15658.0,4948.0,10930.0,6669.0,14696.0
"(2013, 43)",7206.0,18549.0,16665.0,4499.0,10337.0,6750.0,16470.0
"(2013, 44)",7492.0,19002.0,16819.0,4589.0,10533.0,7222.0,15393.0
"(2013, 45)",7548.0,18333.0,16834.0,4563.0,10541.0,7051.0,14641.0
"(2013, 46)",7836.0,17838.0,16683.0,4648.0,11139.0,7229.0,14742.0
"(2013, 47)",7401.0,17927.0,16849.0,4876.0,10612.0,9616.0,15324.0
"(2013, 48)",6486.0,17185.0,16124.0,4333.0,10695.0,6591.0,13166.0
"(2013, 49)",6772.0,19161.0,15963.0,5058.0,12540.0,8423.0,14480.0
"(2013, 50)",7422.0,18299.0,15928.0,4549.0,11494.0,8125.0,14260.0
"(2013, 51)",7994.0,18943.0,16730.0,4566.0,11182.0,7412.0,14058.0
"(2013, 52)",5559.0,15984.0,13681.0,3637.0,8651.0,5009.0,10496.0
"(2014, 01)",7704.0,22354.0,19141.0,4950.0,11134.0,7300.0,13839.0
"(2014, 02)",9108.0,19008.0,15213.0,4621.0,9580.0,7416.0,13272.0
"(2014, 03)",7167.0,19377.0,16242.0,4787.0,10576.0,8244.0,14209.0
"(2014, 04)",7740.0,20454.0,15983.0,4681.0,11383.0,7410.0,14069.0
"(2014, 05)",7821.0,19223.0,16693.0,4596.0,11182.0,7437.0,15067.0
"(2014, 06)",7938.0,19453.0,16570.0,4732.0,11258.0,8679.0,14806.0
"(2014, 07)",7886.0,20934.0,17786.0,5151.0,11496.0,8452.0,14181.0
"(2014, 08)",7905.0,20449.0,17230.0,5045.0,11690.0,7868.0,14671.0
"(2014, 09)",9023.0,21378.0,17923.0,4906.0,12924.0,8507.0,14518.0
"(2014, 10)",7685.0,21346.0,18479.0,5022.0,13121.0,8987.0,16558.0
"(2014, 11)",7917.0,21360.0,18389.0,4837.0,13141.0,7999.0,17046.0
"(2014, 12)",7578.0,22054.0,18908.0,4766.0,13487.0,7700.0,15424.0
"(2014, 13)",8922.0,21980.0,18566.0,4684.0,11858.0,8056.0,16462.0
"(2014, 14)",8628.0,22039.0,18437.0,4828.0,11392.0,8244.0,14995.0
"(2014, 15)",8349.0,44206.0,18393.0,4950.0,11549.0,8161.0,16502.0
"(2014, 16)",8055.0,20970.0,17910.0,4733.0,11125.0,8119.0,15644.0
"(2014, 17)",8968.0,22273.0,17878.0,4769.0,11562.0,8125.0,15653.0
"(2014, 18)",7935.0,22821.0,18490.0,5002.0,11593.0,8263.0,15335.0
"(2014, 19)",8076.0,22425.0,18218.0,4844.0,11285.0,8348.0,15400.0
"(2014, 20)",7990.0,23389.0,18332.0,4949.0,10741.0,8195.0,14283.0
"(2014, 21)",7799.0,22895.0,19302.0,4784.0,12316.0,8353.0,15589.0
"(2014, 22)",7682.0,22464.0,20805.0,4813.0,10864.0,7822.0,15310.0
"(2014, 23)",7819.0,23812.0,20352.0,4929.0,11432.0,8425.0,15115.0
"(2014, 24)",7808.0,23904.0,21946.0,4972.0,11725.0,7808.0,15242.0
"(2014, 25)",8007.0,23009.0,19194.0,5054.0,10916.0,8414.0,14484.0
"(2014, 26)",8815.0,23925.0,19595.0,4888.0,11373.0,7926.0,15974.0
"(2014, 27)",7929.0,22639.0,19498.0,4729.0,11119.0,7662.0,13955.0
"(2014, 28)",8029.0,23144.0,19412.0,4677.0,15101.0,8051.0,15437.0
"(2014, 29)",8965.0,24483.0,19733.0,4850.0,10962.0,8649.0,15493.0
"(2014, 30)",8350.0,26375.0,20507.0,4839.0,12832.0,8451.0,14614.0
"(2014, 31)",7871.0,24014.0,19780.0,4641.0,11181.0,8271.0,14270.0
"(2014, 32)",7663.0,24693.0,20536.0,4812.0,10760.0,8160.0,14795.0
"(2014, 33)",7492.0,25253.0,22321.0,4983.0,11526.0,8371.0,14916.0
"(2014, 34)",7326.0,26743.0,21183.0,5188.0,11741.0,8590.0,15360.0
"(2014, 35)",7539.0,27222.0,21207.0,5063.0,11458.0,8361.0,16719.0
"(2014, 36)",8367.0,25101.0,20659.0,4780.0,12356.0,8023.0,15272.0
"(2014, 37)",8208.0,25270.0,21936.0,5072.0,12254.0,8202.0,15026.0
"(2014, 38)",8451.0,25764.0,22085.0,5090.0,13123.0,8451.0,15516.0
"(2014, 39)",8446.0,26184.0,21671.0,5224.0,14033.0,8947.0,15759.0
"(2014, 40)",8349.0,25487.0,22575.0,5822.0,15330.0,8623.0,17124.0
"(2014, 41)",7971.0,26736.0,23243.0,5644.0,13078.0,8791.0,15981.0
"(2014, 42)",7910.0,26306.0,23190.0,5252.0,12815.0,9130.0,16422.0
"(2014, 43)",7820.0,25917.0,22273.0,5673.0,12316.0,9491.0,17103.0
"(2014, 44)",7949.0,28129.0,23452.0,5436.0,12557.0,8798.0,17138.0
"(2014, 45)",8844.0,28156.0,23321.0,5298.0,18916.0,9194.0,17432.0
"(2014, 46)",8560.0,28317.0,25387.0,5497.0,14127.0,9156.0,16668.0
"(2014, 47)",8000.0,27925.0,26318.0,6023.0,13853.0,9356.0,17117.0
"(2014, 48)",7492.0,27540.0,23846.0,5740.0,13296.0,8034.0,15953.0
"(2014, 49)",8660.0,27828.0,24460.0,5670.0,13497.0,9029.0,17977.0
"(2014, 50)",8161.0,27654.0,23207.0,5715.0,13501.0,8995.0,17655.0
"(2014, 51)",9120.0,27676.0,23564.0,5424.0,13556.0,8533.0,17242.0
"(2014, 52)",6296.0,24001.0,20010.0,4537.0,11836.0,6589.0,12969.0
"(2015, 01)",3564.0,12133.0,11272.0,2444.0,5771.0,2921.0,6978.0
"(2015, 02)",11603.0,30931.0,21766.0,5411.0,11918.0,8706.0,16800.0
"(2015, 03)",8456.0,27722.0,22699.0,5408.0,12439.0,9193.0,18033.0
"(2015, 04)",9344.0,28882.0,22602.0,5635.0,13095.0,9337.0,17953.0
"(2015, 05)",7996.0,28844.0,24672.0,5918.0,13665.0,9442.0,18487.0
"(2015, 06)",8303.0,29323.0,24277.0,5811.0,14357.0,10301.0,18116.0
"(2015, 07)",8585.0,29934.0,23677.0,6110.0,13298.0,9718.0,18154.0
"(2015, 08)",8781.0,29328.0,23895.0,6486.0,13574.0,10899.0,18020.0
"(2015, 09)",13234.0,30560.0,24423.0,6041.0,14150.0,10222.0,18493.0
"(2015, 10)",9104.0,30912.0,24892.0,5737.0,12854.0,9399.0,19172.0
"(2015, 11)",9009.0,30967.0,25098.0,5988.0,13166.0,9773.0,18998.0
"(2015, 12)",9084.0,29979.0,25069.0,6251.0,12775.0,10460.0,18896.0
"(2015, 13)",9289.0,30771.0,25446.0,6503.0,13315.0,10249.0,18887.0
"(2015, 14)",8672.0,30954.0,25507.0,6112.0,13424.0,9305.0,18675.0
"(2015, 15)",9014.0,29866.0,24659.0,5895.0,13524.0,9831.0,18379.0
"(2015, 16)",9253.0,31640.0,25524.0,5964.0,13151.0,10835.0,23523.0
"(2015, 17)",9331.0,31814.0,24706.0,6040.0,13777.0,10737.0,18676.0
"(2015, 18)",8935.0,30146.0,23326.0,6080.0,13988.0,10751.0,18899.0
"(2015, 19)",10054.0,31764.0,23741.0,5924.0,13657.0,10699.0,18671.0
"(2015, 20)",9819.0,32312.0,23564.0,6146.0,13843.0,9977.0,19416.0
"(2015, 21)",9829.0,31557.0,25328.0,9950.0,15741.0,10211.0,19267.0
"(2015, 22)",9656.0,31568.0,25840.0,7359.0,13550.0,9910.0,19172.0
"(2015, 23)",10529.0,32474.0,25991.0,6201.0,13909.0,10261.0,20978.0
"(2015, 24)",9586.0,32071.0,27037.0,7493.0,13326.0,9702.0,21516.0
"(2015, 25)",10134.0,32406.0,29383.0,8610.0,13767.0,10363.0,22325.0
"(2015, 26)",10476.0,33033.0,27618.0,6498.0,15308.0,10888.0,20023.0
"(2015, 27)",9597.0,36666.0,25942.0,6406.0,14504.0,9929.0,21741.0
"(2015, 28)",9803.0,34243.0,25829.0,6083.0,14847.0,10346.0,19331.0
"(2015, 29)",9417.0,33496.0,25839.0,6370.0,15661.0,10260.0,19588.0
"(2015, 30)",8942.0,34332.0,26454.0,6426.0,15875.0,25228.0,18864.0
"(2015, 31)",10801.0,35080.0,26737.0,6543.0,14878.0,10349.0,19389.0
"(2015, 32)",9155.0,33387.0,28051.0,6435.0,14518.0,10844.0,20166.0
"(2015, 33)",9105.0,33124.0,25956.0,6479.0,16074.0,10871.0,21145.0
"(2015, 34)",9770.0,33372.0,27020.0,6600.0,19060.0,10775.0,19945.0
"(2015, 35)",10996.0,33867.0,27576.0,6333.0,14624.0,10635.0,21235.0
"(2015, 36)",11654.0,33086.0,28381.0,6543.0,15974.0,11285.0,19372.0
"(2015, 37)",11697.0,33882.0,28266.0,6566.0,15065.0,12662.0,21513.0
"(2015, 38)",12241.0,36287.0,29494.0,6600.0,15191.0,10830.0,21695.0
"(2015, 39)",12468.0,35506.0,28664.0,6808.0,15846.0,11688.0,21305.0
"(2015, 40)",11411.0,36601.0,28800.0,7058.0,15747.0,11208.0,21854.0
"(2015, 41)",10676.0,37392.0,29005.0,7175.0,16797.0,11567.0,21193.0
"(2015, 42)",10697.0,36770.0,28763.0,7535.0,17901.0,11643.0,22176.0
"(2015, 43)",11068.0,37826.0,30387.0,7434.0,17527.0,11914.0,22968.0
"(2015, 44)",12140.0,40358.0,31877.0,7615.0,17143.0,12514.0,24225.0
"(2015, 45)",12091.0,36749.0,30927.0,7443.0,17816.0,12338.0,21833.0
"(2015, 46)",10007.0,36586.0,33077.0,7096.0,15963.0,12081.0,22009.0
"(2015, 47)",10932.0,36715.0,30855.0,7520.0,15697.0,12518.0,23316.0
"(2015, 48)",9844.0,37233.0,29464.0,6840.0,17715.0,10997.0,21753.0
"(2015, 49)",11004.0,38625.0,30901.0,7775.0,17135.0,12701.0,23386.0
"(2015, 50)",11428.0,39581.0,29974.0,7700.0,17048.0,11815.0,23917.0
"(2015, 51)",10976.0,38548.0,30554.0,7879.0,16567.0,12329.0,21634.0
"(2015, 52)",9501.0,35279.0,28051.0,6739.0,17063.0,9250.0,18591.0
"(2016, 01)",19028.0,58707.0,44725.0,11439.0,24170.0,18115.0,32785.0
"(2016, 02)",11016.0,38826.0,30287.0,7450.0,15514.0,14701.0,23527.0
"(2016, 03)",11427.0,41174.0,30511.0,7908.0,16917.0,14693.0,23504.0
"(2016, 04)",11548.0,42479.0,31698.0,8924.0,17381.0,13378.0,23566.0
"(2016, 05)",11722.0,44104.0,33187.0,7898.0,16756.0,13265.0,25158.0
"(2016, 06)",11012.0,43937.0,32383.0,7954.0,19121.0,13209.0,24200.0
"(2016, 07)",11636.0,43013.0,31758.0,7899.0,19556.0,13356.0,24687.0
"(2016, 08)",12126.0,45847.0,31429.0,8047.0,17635.0,14200.0,25316.0
"(2016, 09)",12005.0,59618.0,32897.0,7866.0,17990.0,14219.0,26495.0
"(2016, 10)",12585.0,66734.0,31697.0,7912.0,19133.0,13997.0,26435.0
"(2016, 11)",11651.0,46820.0,32461.0,9095.0,17810.0,14210.0,27106.0
"(2016, 12)",10513.0,43556.0,32786.0,9012.0,17783.0,12507.0,25277.0
"(2016, 13)",11594.0,45878.0,33696.0,8079.0,16675.0,13354.0,25575.0
"(2016, 14)",11506.0,46114.0,32877.0,7928.0,16813.0,14275.0,24877.0
"(2016, 15)",12116.0,45590.0,33681.0,7979.0,16763.0,13708.0,24779.0
"(2016, 16)",12052.0,45629.0,35371.0,8309.0,16910.0,14183.0,24250.0
"(2016, 17)",12596.0,45768.0,36656.0,8350.0,17975.0,14654.0,23121.0
"(2016, 18)",11734.0,45803.0,33562.0,8219.0,17752.0,14723.0,25181.0
"(2016, 19)",12870.0,47608.0,35515.0,8379.0,18907.0,14790.0,23945.0
"(2016, 20)",13930.0,48468.0,35290.0,8358.0,18877.0,14783.0,23314.0
"(2016, 21)",13256.0,47576.0,34455.0,8604.0,17811.0,15162.0,22505.0
"(2016, 22)",12963.0,46894.0,35544.0,8679.0,17375.0,14697.0,22429.0
"(2016, 23)",16408.0,49205.0,37299.0,8839.0,31349.0,15588.0,23962.0
"(2016, 24)",13580.0,49246.0,39483.0,8820.0,18865.0,15450.0,25222.0
"(2016, 25)",14574.0,51095.0,36294.0,9162.0,18072.0,15541.0,24669.0
"(2016, 26)",13229.0,60530.0,37156.0,9203.0,17970.0,15791.0,23500.0
"(2016, 27)",11478.0,49222.0,35289.0,8682.0,17735.0,15750.0,23387.0
"(2016, 28)",12785.0,50593.0,36033.0,8673.0,19002.0,16380.0,24130.0
"(2016, 29)",12431.0,58027.0,35185.0,8779.0,18910.0,17326.0,23949.0
"(2016, 30)",13775.0,54445.0,36124.0,8842.0,19197.0,17885.0,23662.0
"(2016, 31)",13663.0,53444.0,36380.0,8966.0,18330.0,17106.0,24317.0
"(2016, 32)",14439.0,51303.0,36924.0,9202.0,17723.0,16536.0,23933.0
"(2016, 33)",15770.0,50741.0,37675.0,8862.0,18562.0,16272.0,24136.0
"(2016, 34)",13104.0,52131.0,37991.0,8839.0,19787.0,17420.0,24126.0
"(2016, 35)",14007.0,53430.0,38634.0,9191.0,19297.0,18197.0,24191.0
"(2016, 36)",15532.0,53888.0,37411.0,9132.0,19641.0,17995.0,26836.0
"(2016, 37)",14307.0,52509.0,38761.0,9381.0,20542.0,18149.0,28193.0
"(2016, 38)",14707.0,53846.0,38349.0,9742.0,21042.0,19121.0,26532.0
"(2016, 39)",14792.0,55777.0,37637.0,9677.0,21755.0,18308.0,27243.0
"(2016, 40)",15705.0,55365.0,40462.0,10070.0,21703.0,18618.0,27115.0
"(2016, 41)",14578.0,55969.0,41595.0,9808.0,21034.0,17842.0,26818.0
"(2016, 42)",14825.0,57375.0,40833.0,9961.0,20414.0,18198.0,27129.0
"(2016, 43)",15052.0,57457.0,40824.0,10133.0,20392.0,18852.0,27688.0
"(2016, 44)",15299.0,57079.0,39908.0,9866.0,22240.0,19584.0,28243.0
"(2016, 45)",15570.0,57544.0,39090.0,9797.0,21224.0,19539.0,28029.0
"(2016, 46)",15142.0,58552.0,40619.0,10381.0,21854.0,19641.0,28748.0
"(2016, 47)",14448.0,61463.0,38519.0,10028.0,20438.0,17688.0,27450.0
"(2016, 48)",15594.0,61416.0,40621.0,11048.0,21645.0,18759.0,29163.0
"(2016, 49)",16032.0,61551.0,40092.0,11694.0,21024.0,18596.0,29157.0
"(2016, 50)",15348.0,59795.0,40245.0,11372.0,21654.0,18201.0,27936.0
"(2016, 51)",14750.0,62007.0,39314.0,10958.0,21547.0,17141.0,26530.0
"(2016, 52)",10860.0,47082.0,31342.0,8630.0,16076.0,13299.0,20407.0
"(2017, 01)",19299.0,71390.0,48406.0,12537.0,25044.0,20737.0,32486.0
"(2017, 02)",16987.0,60951.0,40304.0,10710.0,21258.0,19028.0,29097.0
"(2017, 03)",19170.0,65716.0,39661.0,11136.0,22077.0,19832.0,30290.0
"(2017, 04)",17205.0,66398.0,42194.0,11260.0,25520.0,20468.0,28850.0
"(2017, 05)",21294.0,67216.0,41802.0,11594.0,22903.0,24904.0,31063.0
"(2017, 06)",18547.0,68799.0,41679.0,11617.0,25463.0,20355.0,30392.0
"(2017, 07)",17654.0,68012.0,41816.0,11372.0,35811.0,20756.0,30022.0
"(2017, 08)",16862.0,66270.0,41906.0,11362.0,27234.0,21307.0,32500.0
"(2017, 09)",18298.0,65691.0,44133.0,11521.0,23767.0,21689.0,33662.0
"(2017, 10)",16415.0,65179.0,43476.0,11609.0,22850.0,21541.0,33558.0
"(2017, 11)",18323.0,65746.0,43556.0,11618.0,21806.0,20938.0,32556.0
"(2017, 12)",17455.0,65705.0,42651.0,11669.0,22652.0,22045.0,31207.0
"(2017, 13)",17865.0,67834.0,44244.0,11974.0,24135.0,22677.0,32776.0
"(2017, 14)",19176.0,68799.0,42786.0,11740.0,24560.0,22441.0,32831.0
"(2017, 15)",17392.0,65770.0,42907.0,11494.0,23189.0,21427.0,32036.0
"(2017, 16)",18986.0,67565.0,42890.0,11652.0,23108.0,21898.0,33110.0
"(2017, 17)",18361.0,67714.0,43995.0,12013.0,23506.0,22765.0,31879.0
"(2017, 18)",17060.0,66492.0,42119.0,11685.0,23046.0,22779.0,32006.0
"(2017, 19)",17195.0,68011.0,41946.0,11859.0,25397.0,23317.0,32428.0
"(2017, 20)",18516.0,68352.0,43943.0,11754.0,23717.0,23358.0,31356.0
"(2017, 21)",17782.0,68416.0,42269.0,12192.0,22736.0,23698.0,31017.0
"(2017, 22)",18850.0,70151.0,42896.0,12153.0,23765.0,23546.0,30047.0
"(2017, 23)",19416.0,71888.0,44677.0,12036.0,24141.0,24590.0,30259.0
"(2017, 24)",19378.0,71752.0,47266.0,12499.0,23610.0,24275.0,32423.0
"(2017, 25)",18922.0,72312.0,43099.0,12109.0,24755.0,24557.0,31143.0
"(2017, 26)",18247.0,72056.0,45027.0,12402.0,23096.0,22628.0,31933.0
"(2017, 27)",17182.0,68455.0,43447.0,11848.0,23022.0,22989.0,30770.0
"(2017, 28)",17757.0,73673.0,43843.0,12334.0,23349.0,24750.0,33325.0
"(2017, 29)",17852.0,73676.0,44443.0,12479.0,24099.0,25110.0,32611.0
"(2017, 30)",18909.0,73472.0,43678.0,12700.0,24378.0,26085.0,33626.0
"(2017, 31)",18182.0,72161.0,44060.0,12859.0,23009.0,25859.0,32891.0
"(2017, 32)",18999.0,72636.0,45496.0,12403.0,22651.0,25111.0,32763.0
"(2017, 33)",18646.0,73060.0,44312.0,12201.0,22589.0,25293.0,31599.0
"(2017, 34)",19748.0,72779.0,46326.0,12643.0,22688.0,26259.0,32856.0
"(2017, 35)",20056.0,71303.0,44923.0,12399.0,23676.0,27033.0,33273.0
"(2017, 36)",20127.0,71464.0,44141.0,12190.0,24117.0,26343.0,33897.0
"(2017, 37)",21300.0,73108.0,44173.0,12528.0,24945.0,27397.0,34143.0
"(2017, 38)",21520.0,74065.0,45139.0,12985.0,26506.0,27910.0,33506.0
"(2017, 39)",20958.0,75546.0,45366.0,13006.0,25103.0,26373.0,33766.0
"(2017, 40)",21927.0,73497.0,44467.0,13008.0,24205.0,27668.0,33751.0
"(2017, 41)",21941.0,75541.0,45017.0,13264.0,25045.0,27845.0,35656.0
"(2017, 42)",21445.0,74418.0,44983.0,12771.0,24857.0,26726.0,35362.0
"(2017, 43)",22104.0,76644.0,45752.0,13074.0,25313.0,28990.0,35298.0
"(2017, 44)",23443.0,78417.0,47057.0,12912.0,26530.0,30346.0,35686.0
"(2017, 45)",21306.0,78595.0,46560.0,13203.0,25814.0,30348.0,36599.0
"(2017, 46)",22196.0,77669.0,46790.0,13635.0,29093.0,31204.0,37715.0
"(2017, 47)",20499.0,74919.0,44285.0,12831.0,26037.0,28871.0,33900.0
"(2017, 48)",22825.0,79599.0,44516.0,13762.0,26278.0,30695.0,37177.0
"(2017, 49)",20938.0,81795.0,47112.0,14320.0,26974.0,31767.0,36909.0
"(2017, 50)",21216.0,80453.0,46495.0,14097.0,30348.0,30645.0,35109.0
"(2017, 51)",21143.0,80297.0,45051.0,13912.0,26451.0,29194.0,34972.0
"(2017, 52)",19106.0,78809.0,44891.0,12741.0,24772.0,27111.0,34606.0
"(2018, 01)",22742.0,84443.0,47688.0,14001.0,27232.0,35893.0,36453.0
"(2018, 02)",24971.0,77323.0,42694.0,13024.0,25876.0,33368.0,34804.0
"(2018, 03)",24530.0,80405.0,44796.0,13570.0,26176.0,33742.0,37587.0
"(2018, 04)",24607.0,79288.0,46380.0,14209.0,27841.0,33516.0,36773.0
"(2018, 05)",23473.0,84377.0,45524.0,14147.0,27201.0,33726.0,37452.0
"(2018, 06)",25294.0,80548.0,45648.0,14454.0,27663.0,35242.0,37228.0
"(2018, 07)",24034.0,81608.0,44142.0,14866.0,26667.0,35422.0,38625.0
"(2018, 08)",23115.0,80278.0,44465.0,13888.0,25576.0,35272.0,37061.0
"(2018, 09)",24343.0,82533.0,45345.0,13844.0,26415.0,35499.0,43926.0
"(2018, 10)",23270.0,82065.0,45002.0,14097.0,25816.0,35989.0,39744.0
"(2018, 11)",23526.0,84667.0,45814.0,14269.0,27121.0,37379.0,40089.0
"(2018, 12)",23856.0,85014.0,46843.0,13897.0,27087.0,38245.0,38163.0
"(2018, 13)",23297.0,84564.0,48606.0,13753.0,26652.0,37334.0,36918.0
"(2018, 14)",22547.0,86261.0,46600.0,13382.0,27330.0,82205.0,37354.0
"(2018, 15)",23066.0,85835.0,45385.0,13595.0,27489.0,41151.0,37315.0
"(2018, 16)",23699.0,88745.0,47144.0,13778.0,27552.0,39467.0,38174.0
